registros,I_Cmp,I_Und
2,CIMENTO PORTLAND,"PACOTE 1,00 KG"
2,BUJÃO ÓLEO ABASTECIMENTO,UNI
2,CIMENTO PORTLAND,"10,60"
2,CIMENTO PORTLAND,SACO DE 20 KG
2,CONTROLE DE ABASTECIMENTO DE VEICULOS,NÚMERO ADIMENSIONAL
2,ABASTECIMENTO TERMINAL AUTO-ATENDIMENTO,UND
2,REGULADOR CRESCIMENTO PLANTA,T
2,CIMENTO DE IONÔMERO DE VIDRO,BSN
2,CONTROLE DE ABASTECIMENTO DE VEICULOS,SERVIÇO ANUAL
2,UNIDADE MOVEL LUBRIFICACAO E ABASTECIMENTO,LT
2,CIMENTO ORTOPÉDICO,CJT
2,INJECOES DE CIMENTO (OBRAS CIVIS),SERVICO
2,CUBA DE CIMENTO PARA PIA,UNIDADES
2,TUBO DE ABASTECIMENTO DE OLEO DE MOTOR DIESEL,PECA
2,ABASTECIMENTO TERMINAL AUTO-ATENDIMENTO,MES
2,EQUIPO AQUECIMENTO E INFUSÃO SANGUÍNEA,U
2,CIMENTO BRANCO,SACO C/ 05 KG
2,CIMENTO REFRATÁRIO,MATERIAL
2,REGULADOR CRESCIMENTO PLANTA,FRASCO 250MG
2,CIMENTO PORTLAND,SACO (50 KG)
2,CIMENTO PORTLAND,SC/ 50 KG
2,CONTROLE DE ABASTECIMENTO DE VEICULOS,SERVIÇO GLOBAL ANUAL
2,BOMBA ABASTECIMENTO COMBUSTÍVEL - VEÍCULO AUTOMOTI,CONJ
2,CIMENTO ORTOPÉDICO,PACOTE
2,CIMENTO PORTLAND,"10,70"
2,TAMPA TUBO ABASTECIMENTO,UN.
2,CIMENTO PORTLAND,M2
2,CIMENTO IONÔMERO VIDRO,FRASCO 9G
2,CIMENTO PORTLAND,"7,38"
2,CONTROLE DE ABASTECIMENTO DE VEICULOS,LITROS.
2,CIMENTO REFRATÁRIO,SACO C/ 50 QUILOS
2,CIMENTO PORTLAND,"SACO 42,5KG"
2,CIMENTO REFRATÁRIO,SACO 50 KILOS
2,CIMENTO IONÔMERO VIDRO,FRASCOS
2,CONTROLE DE ABASTECIMENTO DE VEICULOS,TAXA ADM/DESCONTO
2,CIMENTO PORTLAND,SACO ( 50KG )
2,CIMENTO REFRATÁRIO,SC C/50 KG
2,CIMENTO REFRATÁRIO,UN.
2,CIMENTO BRANCO,SACA
2,BOMBA ABASTECIMENTO COMBUSTÍVEL - VEÍCULO AUTOMOTI,UNIT
2,HASTE LATERAL SISTEMA DE PRE - AQUECIMENTO  DE  CILINDRO DE MOTOR A GASOLINA,UND
2,CIMENTO PORTLAND,KILOGRAMA
2,CACAROLA DE AQUECIMENTO DE COLA,FRC
2,CIMENTO ORTOPÉDICO,PECA
2,CIMENTO REFRATÁRIO,FRASCO 20 ML
2,CIMENTO REFRATÁRIO,SACO DE 25 KG
2,MANUTENCAO DE SISTEMAS DE AQUECIMENTO,UNITÁRIO
2,CONEXAO HIDRAULICA - CIMENTO,KG
2,CIMENTO IONÔMERO VIDRO,UNIDADES
2,UTENSILIO CONJUGADO COM UNIDADE DE AQUECIMENTO DE ALIMENTO,PC
2,"MESA COM AQUECIMENTO FIXO - COZINHAR, ASSAR  E SERVIR ALIMENTO",UM
2,CUBA DE CIMENTO PARA PIA,UND
2,SISTEMA ENERGIA SOLAR - AQUECIMENTO DE AGUA,UNIDADES
2,PAINEL DE CIMENTO - AMIANTO,UND
2,CIMENTO IONÔMERO VIDRO,FRASCO COM 10G
2,CIMENTO PORTLAND,"SC C/ 42,5KG"
2,TUBO DE ABASTECIMENTO DE OLEO DE MOTOR DIESEL,LITROS
2,CIMENTO REFRATÁRIO,LATA
2,CIMENTO REFRATÁRIO,SACOS DE 50KG
2,BUJÃO ÓLEO ABASTECIMENTO,LT
2,CONEXAO T DO TUBO DE ABASTECIMENTO DE MOTOR A GASOLINA,UMA
2,COMPONENTE BOMBA ABASTECIMENTO,PEÇAS
2,INSTALACAO E MONTAGEM DE SISTEMAS DE AQUECIMENTO,SERV
2,CIMENTO REFRATÁRIO,SACO 5 KG
2,CIMENTO REFRATÁRIO,PABLO F DINIZ
2,CIMENTO REFRATÁRIO,CONJUTO
2,CIMENTO PORTLAND,SACO DE 50 QUILOS
2,CONEXAO HIDRAULICA - CIMENTO,PC
2,CIMENTO PORTLAND,"SACO 15,00 KG"
2,TUBO DE ABASTECIMENTO DE OLEO DE MOTOR DIESEL,TUBO
2,CONTROLE DE ABASTECIMENTO DE VEICULOS,GERENCIAMENTO
2,CIMENTO PORTLAND,1200
2,COMPONENTE BOMBA ABASTECIMENTO,L
2,CONTROLE DE ABASTECIMENTO DE VEICULOS,SERVIÇO MENSAL
2,CONTROLE DE ABASTECIMENTO DE VEICULOS,PERCENTUAL DESCONTO
2,REGULADOR CRESCIMENTO PLANTA,CAIXA
2,CIMENTO BRANCO,SACO/5 KG
2,SISTEMA ENERGIA SOLAR - AQUECIMENTO DE AGUA,UNID.
2,BUJÃO ÓLEO ABASTECIMENTO,UN.
2,CONDUTO DE CIMENTO - AMIANTO,SACOS
2,BOMBA ABASTECIMENTO COMBUSTÍVEL - VEÍCULO AUTOMOTI,1
2,REGULADOR CRESCIMENTO PLANTA,SACO 50 KG
2,REGULADOR CRESCIMENTO PLANTA,GALÕES DE 20 LITROS
2,CIMENTO BRANCO,METRO CÚBICO
2,CONDUTOR SUPERIOR ARREFECIMENTO AR - VEICULO  AUTOMOTIVO,UMA
2,CIMENTO PORTLAND,O KILO
2,ABASTECIMENTO TERMINAL AUTO-ATENDIMENTO,-
2,BOMBA ABASTECIMENTO COMBUSTÍVEL - VEÍCULO AUTOMOTI,X
2,CONDUTOR LATERAL ARREFECIMENTO AR-VEICULO AUTOMOTIVO,U
2,COMPONENTE BOMBA ABASTECIMENTO,CAIXA COM 10 UND
2,COMPONENTE BOMBA ABASTECIMENTO,UNI
2,CIMENTO IONÔMERO VIDRO,FRASCO 10 G
2,CIMENTO BRANCO,"50,00 KG"
2,CONEXAO HIDRAULICA - CIMENTO,UNIDADES
2,CONTROLE DE ABASTECIMENTO DE VEICULOS,DESCONTO
2,CIMENTO BRANCO,SC.
2,CIMENTO PORTLAND,"BISNAGA 75,00 G"
2,REGULADOR CRESCIMENTO PLANTA,PACOTE COM 1KG
2,CIMENTO REFRATÁRIO,EMBALAGEM
2,CIMENTO REFRATÁRIO,UND.
2,MANUTENCAO DE SISTEMAS DE AQUECIMENTO,MESES
2,CIMENTO PORTLAND,SC C/50KG
2,MANUTENCAO DE SISTEMAS DE AQUECIMENTO,SERVIÇOS
2,TUBO DE ABASTECIMENTO DE OLEO DE MOTOR DIESEL,CJ
2,CIMENTO PORTLAND,"ROLO 100,00 M"
2,EQUIPAMENTO P/ AQUECIMENTO DE SOLUÇÕES,UN
2,CIMENTO DE IONÔMERO DE VIDRO,PT
2,CAPTADOR DE AR DO SISTEMA DE PRE - AQUECIMENTO DO MOTOR,UND
2,ACESSORIO BOMBA ABASTECIMENTO - VEICULO AUTOMOTIVO,PEÇAS
2,CIMENTO BRANCO,UN 5 KG
2,CONTROLE DE ABASTECIMENTO DE VEICULOS,%
2,CIMENTO IONÔMERO VIDRO,FRASCO 8ML
2,CIMENTO ORTOPÉDICO,UNI
2,COMPONENTE BOMBA ABASTECIMENTO,KIT
2,CIMENTO PORTLAND,CD
2,CIMENTO BRANCO,PCT 1 KG
2,EQUIPO AQUECIMENTO E INFUSÃO SANGUÍNEA,CD
2,CIMENTO DE IONÔMERO DE VIDRO,"FRASCO 6,05 ML"
2,CIMENTO REFRATÁRIO,LT
2,CIMENTO IONÔMERO VIDRO,UNID
2,REGULADOR CRESCIMENTO PLANTA,EMBALAGEM DE 5 KG
2,FILTRO COMBUSTÍVEL - POSTO ABASTECIMENTO,UNIDADES
2,CONTROLE DE ABASTECIMENTO DE VEICULOS,R$/MÊS (O. DIESEL)
2,CIMENTO IONÔMERO VIDRO,FRASCO 15 G
2,TUBO DE ABASTECIMENTO DE OLEO DE MOTOR DIESEL,JOGO
2,CIMENTO REFRATÁRIO,FRC
2,BOMBA DE ABASTECIMENTO DE COMBUSTIVEL - AERONAVE,UM
2,BOMBA DE ABASTECIMENTO DE COMBUSTIVEL - AERONAVE,UN
2,CIMENTO PORTLAND,SACO/50 KG
2,SUPLEMENTO CRESCIMENTO ( THAYER - MARTIN ),LATA
2,CIMENTO IONÔMERO VIDRO,PEÇA
2,CIMENTO PORTLAND,1100
2,CIMENTO IONÔMERO VIDRO,CAIXA 50 CÁPSULAS
2,ACESSORIO BOMBA ABASTECIMENTO - VEICULO AUTOMOTIVO,RL
2,BOMBA ABASTECIMENTO COMBUSTÍVEL - VEÍCULO AUTOMOTI,LT
2,CONTROLE DE ABASTECIMENTO DE VEICULOS,12 MESES
2,CONTROLE DE ABASTECIMENTO DE VEICULOS,MENOR VALOR GLOBAL
2,CONTROLE DE ABASTECIMENTO DE VEICULOS,TAXA DE ADM. ANUAL
2,CONTROLE DE ABASTECIMENTO DE VEICULOS,VERBA
2,INSTALACAO E MONTAGEM DE SISTEMAS DE AQUECIMENTO,UM
2,CIMENTO REFRATÁRIO,GALÃO
2,CIMENTO PORTLAND,SACO DE 20 KILOS
2,INJECOES DE CIMENTO (OBRAS CIVIS),M3
2,ACESSORIO BOMBA ABASTECIMENTO - VEICULO AUTOMOTIVO,ACESSORIO
2,USINA DE SOLO CIMENTO,SC
2,CIMENTO REFRATÁRIO,CAIXA 2 DOSES
2,CONDUTOR LATERAL ARREFECIMENTO AR-VEICULO AUTOMOTIVO,LT
2,BOMBA ABASTECIMENTO DE LUBRIFICANTE VEÍCULO,CONJUNTO
2,CIMENTO RESINOSO,VIDRO
2,CIMENTO REFRATÁRIO,KILOGRAMA
1,CIMENTO REFRATÁRIO,SERINGA
1,UNIDADE MOVEL LUBRIFICACAO E ABASTECIMENTO,1
1,REGULADOR CRESCIMENTO PLANTA,CX COM 20UN
1,CIMENTO PORTLAND,S/U
1,CIMENTO PORTLAND,"7,00"
1,CIMENTO IONÔMERO VIDRO,FSC
1,CIMENTO PORTLAND,SC DE 50 KG
1,PAINEL DE CIMENTO - AMIANTO,TELA
1,CIMENTO PORTLAND,990
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,OUTRO
1,UNIDADE MOVEL LUBRIFICACAO E ABASTECIMENTO,UM
1,FILTRO COMBUSTÍVEL - POSTO ABASTECIMENTO,"RECIPIENTE 3,00 KG"
1,REGULADOR CRESCIMENTO PLANTA,CAIXA P/ 100 REAÇÕES
1,CIMENTO BRANCO,LT/3.6 L
1,EQUIPO AQUECIMENTO E INFUSÃO SANGUÍNEA,CAIXA C/ 12 UN
1,INSTALACAO E MONTAGEM DE SISTEMAS DE AQUECIMENTO,SERVIÇOS
1,CONEXAO T DO TUBO DE ABASTECIMENTO DE MOTOR A GASOLINA,JG
1,CIMENTO IONÔMERO VIDRO,LATA DE 160G
1,CONEXAO T DO TUBO DE ABASTECIMENTO DE MOTOR A GASOLINA,PCA
1,CIMENTO IONÔMERO VIDRO,POTE 10 G
1,CIMENTO PORTLAND,CACO
1,MANUTENCAO DE SISTEMAS DE AQUECIMENTO,PÇ
1,TAMPA TUBO ABASTECIMENTO,1000
1,TANQUE DE CIMENTO PARA LAVAR ROUPA,IN
1,REGULADOR CRESCIMENTO PLANTA,500GR
1,CIMENTO REFRATÁRIO,"SACO 00000025,00 KG"
1,REGULADOR CRESCIMENTO PLANTA,PACOTE COM 100G
1,CIMENTO PORTLAND,SC 50 KG.
1,CIMENTO DE IONÔMERO DE VIDRO,UNDS.
1,CIMENTO ORTOPÉDICO,VD C/ 20 ML
1,REGULADOR CRESCIMENTO PLANTA,PACOTE  10G
1,REGULADOR CRESCIMENTO PLANTA,"FRASCO 1,000 ML"
1,SUPLEMENTO CRESCIMENTO ( THAYER - MARTIN ),PACOTE
1,SISTEMA ENERGIA SOLAR - AQUECIMENTO DE AGUA,METRO QUADRADO
1,CIMENTO PORTLAND,SACOS CIMENTO
1,MANUTENCAO DE SISTEMAS DE AQUECIMENTO,UNID.
1,CIMENTO REFRATÁRIO,SACA 40 KG
1,CIMENTO REFRATÁRIO,SACO DE 5KG
1,CIMENTO DE IONÔMERO DE VIDRO,UN 90G
1,CIMENTO ORTOPÉDICO,UNIT
1,CIMENTO BRANCO,PCT 5 KG
1,CIMENTO RESINOSO,CX.
1,ABASTECIMENTO TERMINAL AUTO-ATENDIMENTO,MESES
1,CIMENTO REFRATÁRIO,SACO C/ 50QUILOS
1,CIMENTO IONÔMERO VIDRO,FRASCO 13 ML
1,ACESSORIO BOMBA ABASTECIMENTO - VEICULO AUTOMOTIVO,UNIDADE.
1,CIMENTO REFRATÁRIO,"FRASCO 10,00 ML"
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,SEVIÇO
1,CIMENTO IONÔMERO VIDRO,FRASCO 8 ML
1,CIMENTO PORTLAND,CENTÍMETRO CÚBICO
1,TUBO DE CIMENTO - AMIANTO,P¿
1,TANQUE DE CIMENTO PARA LAVAR ROUPA,PEÇAS
1,CIMENTO IONÔMERO VIDRO,CAIXAS
1,CIMENTO REFRATÁRIO,PCTE
1,CIMENTO BRANCO,SACA 5KG
1,REGULADOR CRESCIMENTO PLANTA,FRASCO DE 1 G
1,REGULADOR CRESCIMENTO PLANTA,FRASCO 5 G
1,TANQUE DE CIMENTO PARA LAVAR ROUPA,CONJ
1,SUPLEMENTO CRESCIMENTO ( THAYER - MARTIN ),LITROS
1,CONDUTO DE CIMENTO - AMIANTO,LITROS
1,TUBO DE CIMENTO - AMIANTO,BARRAS
1,CIMENTO REFRATÁRIO,FRASCO COM 20 ML
1,CONEXAO HIDRAULICA - CIMENTO,SADAS
1,CONDUTOR LATERAL ARREFECIMENTO AR-VEICULO AUTOMOTIVO,CJ
1,CIMENTO IONÔMERO VIDRO,"FRASCO C/ 8ML (9,6G)"
1,CONEXAO DE CIMENTO AMIANTO,METRO
1,FORNO DE ENDURECIMENTO DE MATERIAL METALICO,UND
1,CIMENTO PORTLAND,SACO/C50KG.
1,PAINEL DE CIMENTO - AMIANTO,KG
1,COMPONENTE BOMBA ABASTECIMENTO,4OGO
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,CARTAO
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,SERVIÇO (PERCENTUAL
1,CIMENTO REFRATÁRIO,FRASCO COM 14G
1,TANQUE DE CIMENTO PARA LAVAR ROUPA,UD
1,REGULADOR CRESCIMENTO PLANTA,CAIXAS
1,CIMENTO PORTLAND,BOTIJÃO
1,BOMBA ABASTECIMENTO COMBUSTÍVEL - VEÍCULO AUTOMOTI,FO
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,1 (UM)
1,CIMENTO PORTLAND,SACO TIPO CP IV 32
1,REGULADOR CRESCIMENTO PLANTA,ENVELOPE 30 GRAMAS
1,CIMENTO REFRATÁRIO,M2
1,BUJÃO ÓLEO ABASTECIMENTO,UNID
1,COMPONENTE HIDRAULICO DE ABASTECIMENTO EM VOO,UNIDADE
1,CIMENTO BRANCO,UMA
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,ANO ELEITORAL
1,CIMENTO BRANCO,QUILOS
1,CIMENTO PORTLAND,"10,80"
1,USINA DE SOLO CIMENTO,SACO 50KG
1,CIMENTO PORTLAND,PEÇAS
1,CIMENTO RESINOSO,BIS
1,CIMENTO PORTLAND,"12,60"
1,BOMBA ABASTECIMENTO COMBUSTÍVEL - VEÍCULO AUTOMOTI,51483
1,TANQUE DE CIMENTO PARA LAVAR ROUPA,82
1,CIMENTO BRANCO,SACO DE 50 KG
1,BOMBA ABASTECIMENTO COMBUSTÍVEL - VEÍCULO AUTOMOTI,CJ
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,TAXA ADMINISTRATIVA
1,MANUTENCAO DE SISTEMAS DE AQUECIMENTO,MÊS
1,CIMENTO REFRATÁRIO,1
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,SERVIÇO (VALOR ANUAL
1,CIMENTO PORTLAND,UNIDADE.
1,CIMENTO PORTLAND,"7,40"
1,CIMENTO PORTLAND,SACO DE 60 KG
1,REGULADOR CRESCIMENTO PLANTA,FRASCO 100 GRAMAS
1,CIMENTO REFRATÁRIO,BALDE 35 KG
1,BUJÃO ÓLEO ABASTECIMENTO,LATAS
1,CIMENTO IONÔMERO VIDRO,FRASCO 15G
1,CIMENTO REFRATÁRIO,TUBO 90 G DE CADA
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,PRESTAÇÃO DE SERVIÇO
1,CIMENTO PORTLAND,SACO C/ 10 KG.
1,BOMBA ABASTECIMENTO COMBUSTÍVEL - VEÍCULO AUTOMOTI,LTS
1,CIMENTO REFRATÁRIO,SACOS 50 KG
1,CIMENTO REFRATÁRIO,CAIXA COM 2 SERINGAS
1,CIMENTO PORTLAND,SACO 5K CIMENTOCOLA
1,CIMENTO PORTLAND,1750
1,REGULADOR CRESCIMENTO PLANTA,PACOTE DE 1KG
1,CIMENTO PORTLAND,SACO / 1KG
1,CIMENTO IONÔMERO VIDRO,FRASCO COM 10 ML
1,CIMENTO RESINOSO,LT.
1,SISTEMA ENERGIA SOLAR - AQUECIMENTO DE AGUA,PC
1,TAMPA TUBO ABASTECIMENTO,PRÇA
1,MANUTENCAO DE SISTEMAS DE AQUECIMENTO,UNID/SERV
1,CONEXAO DE CIMENTO AMIANTO,M
1,CIMENTO RESINOSO,EMBALAGEM
1,CIMENTO BRANCO,"LATA 1,00 L"
1,CIMENTO PORTLAND,SACO COM 20KG
1,CONEXAO DE CIMENTO AMIANTO,PEÇA
1,CIMENTO PORTLAND,SACO (20 KG)
1,CIMENTO ORTOPÉDICO,VIDRO 50 ML
1,BUJÃO ÓLEO ABASTECIMENTO,GL
1,CIMENTO ORTOPÉDICO,PCT C/20 G
1,CONEXAO HIDRAULICA - CIMENTO,UNID.
1,CIMENTO PORTLAND,"6,55"
1,INSTALACAO E MONTAGEM DE SISTEMAS DE AQUECIMENTO,1
1,CIMENTO REFRATÁRIO,"SACO 42,00 KG"
1,CIMENTO DE IONÔMERO DE VIDRO,EST
1,CIMENTO RESINOSO,KG
1,CIMENTO IONÔMERO VIDRO,PACOTE
1,INSTALACAO E MONTAGEM DE SISTEMAS DE AQUECIMENTO,U
1,CIMENTO REFRATÁRIO,BARRA
1,CIMENTO PORTLAND,"SC 42,5KG"
1,REGULADOR CRESCIMENTO PLANTA,SACO 500 G
1,FILTRO COMBUSTÍVEL - POSTO ABASTECIMENTO,NAO INFORMADO
1,CIMENTO REFRATÁRIO,SACO20 KG
1,PORTINHOLA ESQUERDA / DIREITA SISTEMA PRE - AQUECIMENTO DE CILINDRO,UM
1,CIMENTO ORTOPÉDICO,SACA
1,CIMENTO ORTOPÉDICO,VD C/ 10 ML
1,CIMENTO PORTLAND,"CAIXA 25,00 UN"
1,BUJÃO ÓLEO ABASTECIMENTO,UMA
1,CIMENTO REFRATÁRIO,PCT/
1,CIMENTO PORTLAND,SACO 25 KG
1,TAMPA TUBO ABASTECIMENTO,PE
1,CIMENTO PORTLAND,PT
1,CIMENTO ORTOPÉDICO,POTE
1,SISTEMA ENERGIA SOLAR - AQUECIMENTO DE AGUA,EMBALAGEM 500 GRAMAS
1,REGULADOR CRESCIMENTO PLANTA,EMBALAGEM 20 LITROS
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,MENOR TAXA
1,CIMENTO PORTLAND,1158
1,CIMENTO PORTLAND,"SACO DE 42,5 KG"
1,CIMENTO IONÔMERO VIDRO,KG
1,REGULADOR CRESCIMENTO PLANTA,FRASCOS DE 1L
1,CIMENTO ORTOPÉDICO,EMB
1,USINA DE SOLO CIMENTO,SACO 50 KG
1,"MESA COM AQUECIMENTO FIXO - COZINHAR, ASSAR  E SERVIR ALIMENTO",S/M
1,BOMBA DE ABASTECIMENTO DE COMBUSTIVEL PARA AERONAVE,LITROS
1,MANUTENCAO DE SISTEMAS DE AQUECIMENTO,PLACA AQUECEDORA
1,REGULADOR CRESCIMENTO PLANTA,FRASCO DE 120 ML
1,CIMENTO IONÔMERO VIDRO,"CAIXA 50,00 PAR"
1,CIMENTO REFRATÁRIO,SACOS - 50 KG
1,FORNO DE ENDURECIMENTO DE MATERIAL METALICO,UNIDADE.
1,TUBO DE ABASTECIMENTO DE OLEO DE MOTOR DIESEL,"245,21"
1,BUJÃO ÓLEO ABASTECIMENTO,UND.
1,CIMENTO IONÔMERO VIDRO,FRASCO 10G
1,CIMENTO REFRATÁRIO,LATAS
1,REGULADOR CRESCIMENTO PLANTA,FRASCO DE 100G
1,MANUTENCAO DE SISTEMAS DE AQUECIMENTO,UNIDADES
1,CIMENTO REFRATÁRIO,SACOS C/ 25KLS
1,CIMENTO DE IONÔMERO DE VIDRO,BISNAGA 2 GR
1,CIMENTO REFRATÁRIO,FRASCO 38G
1,CIMENTO PORTLAND,"SACO 8,00 KG"
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,PERC. DE DESCONTO
1,CIMENTO REFRATÁRIO,QUILOGRAMAS
1,BOMBA ABASTECIMENTO COMBUSTÍVEL - VEÍCULO AUTOMOTI,METROS
1,CIMENTO PORTLAND,SACO C/50 KG.
1,CIMENTO DE IONÔMERO DE VIDRO,TUBO 50G
1,EQUIPO AQUECIMENTO E INFUSÃO SANGUÍNEA,UNI.
1,CIMENTO BRANCO,PACOTE COM 5 KG
1,REGULADOR CRESCIMENTO PLANTA,GALÃOCOM 5 LITROS
1,CIMENTO DE IONÔMERO DE VIDRO,UNIV
1,CIMENTO PORTLAND,"LATA 3,60 L"
1,CIMENTO ORTOPÉDICO,GRAMA
1,TAMPA TUBO ABASTECIMENTO,A PEÇA
1,FILTRO COMBUSTÍVEL - POSTO ABASTECIMENTO,PÇ
1,CIMENTO REFRATÁRIO,PACOTE 25 KGS
1,ACESSORIO BOMBA ABASTECIMENTO - VEICULO AUTOMOTIVO,LATA
1,REGULADOR CRESCIMENTO PLANTA,EMBALAGEM COM 5 LITR
1,CIMENTO BRANCO,SACO DE 5 KG
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,SERV DE GESTÃO FROTA
1,CIMENTO IONÔMERO VIDRO,SACO
1,CIMENTO ORTOPÉDICO,VIDRO C/ 20ML
1,CIMENTO REFRATÁRIO,GL
1,CIMENTO PORTLAND,KILOS
1,BOMBA ABASTECIMENTO COMBUSTÍVEL - VEÍCULO AUTOMOTI,UNI
1,ACESSORIO BOMBA ABASTECIMENTO - VEICULO AUTOMOTIVO,BLOCO
1,INSTALACAO E MONTAGEM DE SISTEMAS DE AQUECIMENTO,ESTUFA
1,CIMENTO PORTLAND,SAC0
1,CIMENTO IONÔMERO VIDRO,"FRASCO 6,5ML"
1,REGULADOR CRESCIMENTO PLANTA,LATA
1,REGULADOR CRESCIMENTO PLANTA,PACOTE COM 10 GRAMAS
1,CIMENTO REFRATÁRIO,"SERINGA COM 3,5G"
1,BOMBA ABASTECIMENTO COMBUSTÍVEL - VEÍCULO AUTOMOTI,LADA
1,CIMENTO IONÔMERO VIDRO,"CAIXA 7,00 UN"
1,CIMENTO ORTOPÉDICO,FR 20 ML
1,CONDUTO DE CIMENTO - AMIANTO,UNIDADE
1,BOMBA ABASTECIMENTO COMBUSTÍVEL - VEÍCULO AUTOMOTI,IND
1,CIMENTO PORTLAND,"SACO COM 42,5KG"
1,CIMENTO PORTLAND,"LATA 18,00 M3"
1,UNIDADE MOVEL LUBRIFICACAO E ABASTECIMENTO,UND
1,MANUTENCAO DE SISTEMAS DE AQUECIMENTO,BARRA
1,CIMENTO PORTLAND,PACOTES
1,CIMENTO REFRATÁRIO,SACO DE 50KG.
1,CIMENTO IONÔMERO VIDRO,"*FRASCO 200,00 ML"
1,REGULADOR CRESCIMENTO PLANTA,PCTE
1,CIMENTO IONÔMERO VIDRO,"CARTELA 10,00 UN"
1,CIMENTO BRANCO,158
1,CIMENTO REFRATÁRIO,LATA 18 L
1,CIMENTO ORTOPÉDICO,"78,00"
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,VALOR TOTAL ESTIMADO
1,EQUIPO AQUECIMENTO E INFUSÃO SANGUÍNEA,PEÇA
1,CIMENTO ORTOPÉDICO,"CAIXA 150,00 UN"
1,CIMENTO PORTLAND,KILOGRAMA.
1,CIMENTO DE IONÔMERO DE VIDRO,TUBO C/ 50 GRAMAS
1,CIMENTO REFRATÁRIO,TONELADAS
1,UNIDADE MOVEL LUBRIFICACAO E ABASTECIMENTO,1
1,CIMENTO REFRATÁRIO,CX/
1,CONEXAO HIDRAULICA - CIMENTO,POTES
1,BOMBA ABASTECIMENTO COMBUSTÍVEL - VEÍCULO AUTOMOTI,PE
1,CIMENTO PORTLAND,SACO 20KG
1,CIMENTO REFRATÁRIO,1 FR 8 G+1 BISN 9 G
1,CIMENTO PORTLAND,SCCO
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,PORCENTO
1,ACESSORIO BOMBA ABASTECIMENTO - VEICULO AUTOMOTIVO,BICO
1,REGULADOR CRESCIMENTO PLANTA,FRASCO DE 5L DE MEIO
1,REGULADOR CRESCIMENTO PLANTA,SC
1,CIMENTO PORTLAND,SACA COM 50KG
1,REGULADOR CRESCIMENTO PLANTA,PACOTE DE 250 GRAMAS
1,CIMENTO DE IONÔMERO DE VIDRO,TUBO COM 90G
1,CIMENTO REFRATÁRIO,SACO C/ 50KG.
1,BOMBA ABASTECIMENTO DE LUBRIFICANTE VEÍCULO,LITRO
1,CIMENTO PORTLAND,38400
1,CIMENTO REFRATÁRIO,TUBO
1,BUJÃO ÓLEO ABASTECIMENTO,PCA
1,BOMBA ABASTECIMENTO COMBUSTÍVEL - VEÍCULO AUTOMOTI,LATA
1,CIMENTO PORTLAND,"FRASCO 1,00 L"
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,PERCENTUAL DE TAXA A
1,UNIDADE MOVEL LUBRIFICACAO E ABASTECIMENTO,MES
1,ACESSORIO BOMBA ABASTECIMENTO - VEICULO AUTOMOTIVO,PA
1,CIMENTO REFRATÁRIO,PA
1,"MESA COM AQUECIMENTO PORTATIL - COZINHAR, ASSAR E SERVIR ALIMENTO",UND
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,SVÇ
1,BUJÃO ÓLEO ABASTECIMENTO,1747
1,CIMENTO BRANCO,SACO COM 1KG
1,BOMBA ABASTECIMENTO COMBUSTÍVEL - VEÍCULO AUTOMOTI,15300
1,CIMENTO REFRATÁRIO,M²
1,CIMENTO ORTOPÉDICO,FR C/ 20 ML
1,REGULADOR CRESCIMENTO PLANTA,"SACO 00000001,00 KG"
1,CIMENTO DE IONÔMERO DE VIDRO,FRC.
1,REGULADOR CRESCIMENTO PLANTA,FRASCO DE 5 L
1,CIMENTO PORTLAND,QUILOS
1,CIMENTO RESINOSO,"BISNAGA 4,00 G"
1,TUBO DE ABASTECIMENTO DE OLEO DE MOTOR DIESEL,4M
1,CIMENTO ORTOPÉDICO,FRASCO COM 10 ML
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,LITROSSS
1,CIMENTO ORTOPÉDICO,TUBO C/ 90 G
1,CIMENTO PORTLAND,SC 50/KG
1,CIMENTO IONÔMERO VIDRO,FRASCO COM 15 MG.
1,FORNO DE ENDURECIMENTO DE MATERIAL METALICO,KITS
1,CAPTADOR DE AR DO SISTEMA DE PRE - AQUECIMENTO DO MOTOR,PE
1,REGULADOR CRESCIMENTO PLANTA,FRASCO DE 5 G
1,TANQUE DE CIMENTO PARA LAVAR ROUPA,PECA/MARMORE
1,CIMENTO IONÔMERO VIDRO,"FRASCO 250,00 ML"
1,FILTRO COMBUSTÍVEL - POSTO ABASTECIMENTO,KG
1,CIMENTO REFRATÁRIO,PECA
