;UF;Município;;Situação;NOME_SIMPLIFICADO;COD_IBGE;COD_SIAFI;NOME_ENTE;NOME_SIMPLIFICADO;SIGLA_UF;NOME_UF;POP_EST_2020;CAPITAL;REGIAO;IDHM;IDHM_RENDA;IDHM_EDUCACAO;IDHM_LONGEVIDADE
1;MA;MATOES;;Aprovado;MATOES;2106607;831;Matões;MATOES;MA;Maranhão;33943;0;NE;0,55;0,739;0,434;0,519
1;MA;MATOES DO NORTE;;Aprovado;MATOES DO NORTE;2106631;196;Matões do Norte;MATOES DO NORTE;MA;Maranhão;17033;0;NE;0,533;0,768;0,436;0,452
1;SC;MATOS COSTA;;Não Cadastrado;MATOS COSTA;4210704;8209;Matos Costa;MATOS COSTA;SC;Santa Catarina;2480;0;S;0,657;0,831;0,541;0,63
1;MG;MATOZINHOS;;Aprovado;MATOZINHOS;3141108;4821;Matozinhos;MATOZINHOS;MG;Minas Gerais;38151;0;SE;0,731;0,864;0,654;0,69
1;GO;MATRINCHA;;Não Cadastrado;MATRINCHA;5212956;9927;Matrinchã;MATRINCHA;GO;Goiás;4336;0;CO;0,679;0,84;0,572;0,651
1;AL;MATRIZ DE CAMARAGIBE;;Aprovado;MATRIZ DE CAMARAGIBE;2705101;2801;Matriz de Camaragibe;MATRIZ DE CAMARAGIBE;AL;Alagoas;24634;0;NE;0,584;0,777;0,473;0,541
1;MT;MATUPA;;Aprovado;MATUPA;5105606;9929;Matupá;MATUPA;MT;Mato Grosso;16793;0;CO;0,716;0,824;0,631;0,706
1;PB;MATUREIA;;Aprovado;MATUREIA;2509396;492;Maturéia;MATUREIA;PB;Paraíba;6630;0;NE;0,572;0,73;0,474;0,54
1;MG;MATUTINA;;Aprovado;MATUTINA;3141207;4823;Matutina;MATUTINA;MG;Minas Gerais;3741;0;SE;0,707;0,859;0,552;0,744
1;SP;MAUA;;Aprovado;MAUA;3529401;6689;Mauá;MAUA;SP;São Paulo;477552;0;SE;0,766;0,852;0,733;0,721
1;PR;MAUA DA SERRA;;Aprovado;MAUA DA SERRA;4115754;5459;Mauá da Serra;MAUA DA SERRA;PR;Paraná;10800;0;S;0,652;0,793;0,529;0,661
1;AM;MAUES;;Aprovado;MAUES;1302900;261;Maués;MAUES;AM;Amazonas;65040;0;N;0,588;0,8;0,464;0,549
1;GO;MAURILANDIA;;Não Cadastrado;MAURILANDIA;5213004;9457;Maurilândia;MAURILANDIA;GO;Goiás;14327;0;CO;0,677;0,823;0,554;0,682
1;TO;MAURILANDIA DO TOCANTINS;;Aprovado;MAURILANDIA DO TOCANTINS;1712801;183;Maurilândia do Tocantins;MAURILANDIA DO TOCANTINS;TO;Tocantins;3448;0;N;0,58;0,724;0,498;0,542
1;CE;MAURITI;;Aprovado;MAURITI;2308104;1463;Mauriti;MAURITI;CE;Ceará;48168;0;NE;0,605;0,772;0,526;0,544
1;RN;MAXARANGUAPE;;Aprovado;MAXARANGUAPE;2407500;1749;Maxaranguape;MAXARANGUAPE;RN;Rio Grande do Norte;12544;0;NE;0,608;0,764;0,506;0,582
1;RS;MAXIMILIANO DE ALMEIDA;;Aprovado;MAXIMILIANO DE ALMEIDA;4312203;8745;Maximiliano de Almeida;MAXIMILIANO DE ALMEIDA;RS;Rio Grande do Sul;4314;0;S;0,699;0,825;0,591;0,699
1;AP;MAZAGAO;;Aprovado;MAZAGAO;1600402;607;Mazagão;MAZAGAO;AP;Amapá;22053;0;N;0,592;0,758;0,449;0,609
1;MG;MEDEIROS;;Aprovado;MEDEIROS;3141306;4825;Medeiros;MEDEIROS;MG;Minas Gerais;3832;0;SE;0,711;0,851;0,584;0,722
1;BA;MEDEIROS NETO;;Aprovado;MEDEIROS NETO;2921104;3723;Medeiros Neto;MEDEIROS NETO;BA;Bahia;22716;0;NE;0,625;0,777;0,501;0,626
1;PR;MEDIANEIRA;;Aprovado;MEDIANEIRA;4115804;7701;Medianeira;MEDIANEIRA;PR;Paraná;46574;0;S;0,763;0,849;0,686;0,762
1;PA;MEDICILANDIA;;Aprovado;MEDICILANDIA;1504455;589;Medicilândia;MEDICILANDIA;PA;Pará;31975;0;N;0,582;0,8;0,408;0,605
1;MG;MEDINA;;Aprovado;MEDINA;3141405;4827;Medina;MEDINA;MG;Minas Gerais;20759;0;SE;0,624;0,821;0,475;0,624
1;SC;MELEIRO;;Aprovado;MELEIRO;4210803;8211;Meleiro;MELEIRO;SC;Santa Catarina;7001;0;S;0,738;0,808;0,679;0,734
1;PA;MELGACO;;Aprovado;MELGACO;1504505;489;Melgaço;MELGACO;PA;Pará;27890;0;N;0,418;0,776;0,207;0,454
1;RJ;MENDES;;Aprovado;MENDES;3302809;5855;Mendes;MENDES;RJ;Rio de Janeiro;18648;0;SE;0,736;0,806;0,7;0,707
1;MG;MENDES PIMENTEL;;Não Cadastrado;MENDES PIMENTEL;3141504;4829;Mendes Pimentel;MENDES PIMENTEL;MG;Minas Gerais;6446;0;SE;0,626;0,768;0,518;0,617
1;SP;MENDONCA;;Não Cadastrado;MENDONCA;3529500;6691;Mendonça;MENDONCA;SP;São Paulo;5565;0;SE;0,744;0,863;0,663;0,72
1;PR;MERCEDES;;Aprovado;MERCEDES;4115853;5531;Mercedes;MERCEDES;PR;Paraná;5577;0;S;0,74;0,843;0,68;0,708
1;MG;MERCES;;Aprovado;MERCES;3141603;4831;Mercês;MERCES;MG;Minas Gerais;10758;0;SE;0,664;0,831;0,515;0,683
1;SP;MERIDIANO;;Não Cadastrado;MERIDIANO;3529609;6693;Meridiano;MERIDIANO;SP;São Paulo;3824;0;SE;0,731;0,817;0,667;0,717
1;CE;MERUOCA;;Aprovado;MERUOCA;2308203;1465;Meruoca;MERUOCA;CE;Ceará;15185;0;NE;0,618;0,761;0,554;0,559
1;SP;MESOPOLIS;;Não Cadastrado;MESOPOLIS;3529658;2983;Mesópolis;MESOPOLIS;SP;São Paulo;1905;0;SE;0,724;0,847;0,666;0,674
1;RJ;MESQUITA;;Aprovado;MESQUITA;3141702;4833;Mesquita;MESQUITA;MG;Minas Gerais;5546;0;SE;0,656;0,796;0,555;0,638
1;MG;MESQUITA;;Aprovado;MESQUITA;3302858;1116;Mesquita;MESQUITA;RJ;Rio de Janeiro;176569;0;SE;0,737;0,839;0,678;0,704
1;AL;MESSIAS;;Aprovado;MESSIAS;2705200;2803;Messias;MESSIAS;AL;Alagoas;18031;0;NE;0,568;0,714;0,46;0,557
1;RN;MESSIAS TARGINO;;Aprovado;MESSIAS TARGINO;2407609;1721;Messias Targino;MESSIAS TARGINO;RN;Rio Grande do Norte;4634;0;NE;0,644;0,779;0,565;0,608
1;PI;MIGUEL ALVES;;Aprovado;MIGUEL ALVES;2206209;1123;Miguel Alves;MIGUEL ALVES;PI;Piauí;33833;0;NE;0,539;0,742;0,396;0,533
1;BA;MIGUEL CALMON;;Aprovado;MIGUEL CALMON;2921203;3725;Miguel Calmon;MIGUEL CALMON;BA;Bahia;25894;0;NE;0,586;0,745;0,472;0,571
1;PI;MIGUEL LEAO;;Aprovado;MIGUEL LEAO;2206308;1125;Miguel Leão;MIGUEL LEAO;PI;Piauí;1242;0;NE;0,623;0,782;0,533;0,579
1;RJ;MIGUEL PEREIRA;;Aprovado;MIGUEL PEREIRA;3302908;5857;Miguel Pereira;MIGUEL PEREIRA;RJ;Rio de Janeiro;25581;0;SE;0,745;0,828;0,675;0,74
1;SP;MIGUELOPOLIS;;Aprovado;MIGUELOPOLIS;3529708;6695;Miguelópolis;MIGUELOPOLIS;SP;São Paulo;22355;0;SE;0,741;0,863;0,661;0,712
1;BA;MILAGRES;;Aprovado;MILAGRES;2308302;1467;Milagres;MILAGRES;CE;Ceará;27462;0;NE;0,628;0,777;0,569;0,561
1;CE;MILAGRES;;Aprovado;MILAGRES;2921302;3727;Milagres;MILAGRES;BA;Bahia;10893;0;NE;0,622;0,789;0,518;0,59
1;MA;MILAGRES DO MARANHAO;;Não Cadastrado;MILAGRES DO MARANHAO;2106672;198;Milagres do Maranhão;MILAGRES DO MARANHAO;MA;Maranhão;8483;0;NE;0,527;0,764;0,413;0,465
1;CE;MILHA;;Aprovado;MILHA;2308351;1597;Milhã;MILHA;CE;Ceará;13142;0;NE;0,626;0,784;0,558;0,56
1;PI;MILTON BRANDAO;;Aprovado;MILTON BRANDAO;2206357;348;Milton Brandão;MILTON BRANDAO;PI;Piauí;6608;0;NE;0,508;0,772;0,357;0,476
1;GO;MIMOSO DE GOIAS;;Não Cadastrado;MIMOSO DE GOIAS;5213053;9931;Mimoso de Goiás;MIMOSO DE GOIAS;GO;Goiás;2583;0;CO;0,665;0,825;0,543;0,656
1;ES;MIMOSO DO SUL;;Aprovado;MIMOSO DO SUL;3203403;5667;Mimoso do Sul;MIMOSO DO SUL;ES;Espírito Santo;26115;0;SE;0,67;0,827;0,541;0,672
1;GO;MINACU;;Aprovado;MINACU;5213087;9647;Minaçu;MINACU;GO;Goiás;28793;0;CO;0,707;0,803;0,637;0,691
1;AL;MINADOR DO NEGRAO;;Aprovado;MINADOR DO NEGRAO;2705309;2805;Minador do Negrão;MINADOR DO NEGRAO;AL;Alagoas;5322;0;NE;0,563;0,767;0,43;0,541
1;RS;MINAS DO LEAO;;Não Cadastrado;MINAS DO LEAO;4312252;5773;Minas do Leão;MINAS DO LEAO;RS;Rio Grande do Sul;8103;0;S;0,681;0,826;0,514;0,743
1;MG;MINAS NOVAS;;Aprovado;MINAS NOVAS;3141801;4835;Minas Novas;MINAS NOVAS;MG;Minas Gerais;31497;0;SE;0,633;0,802;0,528;0,6
1;MG;MINDURI;;Não Cadastrado;MINDURI;3141900;4837;Minduri;MINDURI;MG;Minas Gerais;3893;0;SE;0,658;0,805;0,56;0,631
1;GO;MINEIROS;;Aprovado;MINEIROS;5213103;9459;Mineiros;MINEIROS;GO;Goiás;68154;0;CO;0,718;0,84;0,584;0,753
1;SP;MINEIROS DO TIETE;;Em Complementação;MINEIROS DO TIETE;3529807;6697;Mineiros do Tietê;MINEIROS DO TIETE;SP;São Paulo;12966;0;SE;0,73;0,823;0,658;0,719
1;RO;MINISTRO ANDREAZZA;;Aprovado;MINISTRO ANDREAZZA;1101203;695;Ministro Andreazza;MINISTRO ANDREAZZA;RO;Rondônia;9559;0;N;0,638;0,776;0,518;0,647
1;SP;MIRA ESTRELA;;Não Cadastrado;MIRA ESTRELA;3530003;6701;Mira Estrela;MIRA ESTRELA;SP;São Paulo;3106;0;SE;0,743;0,806;0,731;0,697
1;MG;MIRABELA;;Aprovado;MIRABELA;3142007;4839;Mirabela;MIRABELA;MG;Minas Gerais;13620;0;SE;0,665;0,794;0,622;0,596
1;SP;MIRACATU;;Aprovado;MIRACATU;3529906;6699;Miracatu;MIRACATU;SP;São Paulo;19643;0;SE;0,697;0,803;0,655;0,645
1;RJ;MIRACEMA;;Aprovado;MIRACEMA;3303005;5859;Miracema;MIRACEMA;RJ;Rio de Janeiro;27154;0;SE;0,713;0,805;0,646;0,696
1;TO;MIRACEMA DO TOCANTINS;;Aprovado;MIRACEMA DO TOCANTINS;1713205;9461;Miracema do Tocantins;MIRACEMA DO TOCANTINS;TO;Tocantins;17936;0;N;0,684;0,82;0,579;0,675
1;PR;MIRADOR;;Não Cadastrado;MIRADOR;2106706;833;Mirador;MIRADOR;MA;Maranhão;21031;0;NE;0,545;0,74;0,451;0,485
1;MA;MIRADOR;;Aprovado;MIRADOR;4115903;7703;Mirador;MIRADOR;PR;Paraná;2196;0;S;0,68;0,8;0,599;0,656
1;MG;MIRADOURO;;Não Cadastrado;MIRADOURO;3142106;4841;Miradouro;MIRADOURO;MG;Minas Gerais;10787;0;SE;0,663;0,827;0,546;0,645
1;RS;MIRAGUAI;;Aprovado;MIRAGUAI;4312302;8747;Miraguaí;MIRAGUAI;RS;Rio Grande do Sul;4911;0;S;0,725;0,837;0,613;0,744
1;MG;MIRAI;;Aprovado;MIRAI;3142205;4843;Miraí;MIRAI;MG;Minas Gerais;15111;0;SE;0,68;0,837;0,567;0,663
1;CE;MIRAIMA;;Não Cadastrado;MIRAIMA;2308377;1263;Miraíma;MIRAIMA;CE;Ceará;13894;0;NE;0,592;0,778;0,523;0,51
1;MS;MIRANDA;;Aprovado;MIRANDA;5005608;9111;Miranda;MIRANDA;MS;Mato Grosso do Sul;28220;0;CO;0,632;0,782;0,507;0,638
1;MA;MIRANDA DO NORTE;;Aprovado;MIRANDA DO NORTE;2106755;1283;Miranda do Norte;MIRANDA DO NORTE;MA;Maranhão;28754;0;NE;0,61;0,751;0,55;0,55
1;PE;MIRANDIBA;;Aprovado;MIRANDIBA;2609303;2485;Mirandiba;MIRANDIBA;PE;Pernambuco;15470;0;NE;0,591;0,769;0,525;0,512
1;SP;MIRANDOPOLIS;;Aprovado;MIRANDOPOLIS;3530102;6703;Mirandópolis;MIRANDOPOLIS;SP;São Paulo;29706;0;SE;0,751;0,869;0,665;0,732
1;BA;MIRANGABA;;Aprovado;MIRANGABA;2921401;3729;Mirangaba;MIRANGABA;BA;Bahia;18474;0;NE;0,542;0,685;0,454;0,512
1;TO;MIRANORTE;;Aprovado;MIRANORTE;1713304;9463;Miranorte;MIRANORTE;TO;Tocantins;13493;0;N;0,662;0,804;0,571;0,633
1;BA;MIRANTE;;Não Cadastrado;MIRANTE;2921450;3297;Mirante;MIRANTE;BA;Bahia;8447;0;NE;0,527;0,722;0,386;0,524
1;RO;MIRANTE DA SERRA;;Não Cadastrado;MIRANTE DA SERRA;1101302;697;Mirante da Serra;MIRANTE DA SERRA;RO;Rondônia;10818;0;N;0,643;0,8;0,494;0,673
1;SP;MIRANTE DO PARANAPANEMA;;Aprovado;MIRANTE DO PARANAPANEMA;3530201;6705;Mirante do Paranapanema;MIRANTE DO PARANAPANEMA;SP;São Paulo;18338;0;SE;0,724;0,841;0,674;0,67
1;PR;MIRASELVA;;Aprovado;MIRASELVA;4116000;7705;Miraselva;MIRASELVA;PR;Paraná;1796;0;S;0,748;0,854;0,707;0,694
1;SP;MIRASSOL;;Aprovado;MIRASSOL;3530300;6707;Mirassol;MIRASSOL;SP;São Paulo;60303;0;SE;0,762;0,846;0,698;0,748
1;MT;MIRASSOL DOESTE;;Não Cadastrado;MIRASSOL DOESTE;5105622;9177;Mirassol D'Oeste;MIRASSOL DOESTE;MT;Mato Grosso;27941;0;CO;0,704;0,816;0,592;0,723
1;SP;MIRASSOLANDIA;;Aprovado;MIRASSOLANDIA;3530409;6709;Mirassolândia;MIRASSOLANDIA;SP;São Paulo;4919;0;SE;0,738;0,829;0,69;0,704
1;MG;MIRAVANIA;;Não Cadastrado;MIRAVANIA;3142254;652;Miravânia;MIRAVANIA;MG;Minas Gerais;4914;0;SE;0,593;0,781;0,492;0,544
1;SC;MIRIM DOCE;;Não Cadastrado;MIRIM DOCE;4210852;5559;Mirim Doce;MIRIM DOCE;SC;Santa Catarina;2283;0;S;0,708;0,821;0,633;0,683
1;MA;MIRINZAL;;Aprovado;MIRINZAL;2106805;835;Mirinzal;MIRINZAL;MA;Maranhão;15011;0;NE;0,622;0,756;0,582;0,546
1;PR;MISSAL;;Aprovado;MISSAL;4116059;8469;Missal;MISSAL;PR;Paraná;10704;0;S;0,711;0,828;0,608;0,714
1;CE;MISSAO VELHA;;Aprovado;MISSAO VELHA;2308401;1469;Missão Velha;MISSAO VELHA;CE;Ceará;35480;0;NE;0,622;0,754;0,552;0,579
1;PA;MOCAJUBA;;Aprovado;MOCAJUBA;1504604;491;Mocajuba;MOCAJUBA;PA;Pará;31530;0;N;0,575;0,754;0,467;0,539
1;SP;MOCOCA;;Aprovado;MOCOCA;3530508;6711;Mococa;MOCOCA;SP;São Paulo;68980;0;SE;0,762;0,827;0,709;0,756
1;SC;MODELO;;Aprovado;MODELO;4210902;8213;Modelo;MODELO;SC;Santa Catarina;4218;0;S;0,76;0,886;0,659;0,751
1;MG;MOEDA;;Aprovado;MOEDA;3142304;4845;Moeda;MOEDA;MG;Minas Gerais;4934;0;SE;0,638;0,8;0,494;0,657
1;MG;MOEMA;;Aprovado;MOEMA;3142403;4847;Moema;MOEMA;MG;Minas Gerais;7554;0;SE;0,721;0,848;0,629;0,703
1;PB;MOGEIRO;;Aprovado;MOGEIRO;2509404;2089;Mogeiro;MOGEIRO;PB;Paraíba;13261;0;NE;0,574;0,732;0,481;0,538
1;SP;MOGI DAS CRUZES;;Aprovado;MOGI DAS CRUZES;3530607;6713;Mogi das Cruzes;MOGI DAS CRUZES;SP;São Paulo;450785;0;SE;0,783;0,851;0,74;0,762
1;SP;MOGI GUACU;;Aprovado;MOGI GUACU;3530706;6715;Mogi Guaçu;MOGI GUACU;SP;São Paulo;153033;0;SE;0,774;0,852;0,736;0,74
1;SP;MOGI MIRIM;;Aprovado;MOGI MIRIM;3530805;6717;Mogi Mirim;MOGI MIRIM;SP;São Paulo;93650;0;SE;0,784;0,879;0,715;0,767
1;GO;MOIPORA;;Não Cadastrado;MOIPORA;5213400;9465;Moiporá;MOIPORA;GO;Goiás;1501;0;CO;0,696;0,818;0,632;0,652
1;SE;MOITA BONITA;;Aprovado;MOITA BONITA;2804102;3181;Moita Bonita;MOITA BONITA;SE;Sergipe;11348;0;NE;0,587;0,792;0,429;0,596
1;PA;MOJU;;Aprovado;MOJU;1504703;493;Moju;MOJU;PA;Pará;83182;0;N;0,547;0,757;0,375;0,578
1;PA;MOJUI DOS CAMPOS;;Aprovado;MOJUI DOS CAMPOS;1504752;1190;Mojuí dos Campos;MOJUI DOS CAMPOS;PA;Pará;16184;0;N;NULL;NULL;NULL;NULL
1;CE;MOMBACA;;Aprovado;MOMBACA;2308500;1471;Mombaça;MOMBACA;CE;Ceará;43858;0;NE;0,582;0,735;0,489;0,549
1;SP;MOMBUCA;;Não Cadastrado;MOMBUCA;3530904;6719;Mombuca;MOMBUCA;SP;São Paulo;3508;0;SE;0,719;0,82;0,607;0,746
1;MA;MONCAO;;Aprovado;MONCAO;2106904;837;Monção;MONCAO;MA;Maranhão;33664;0;NE;0,546;0,704;0,464;0,499
1;SP;MONCOES;;Aprovado;MONCOES;3531001;6721;Monções;MONCOES;SP;São Paulo;2267;0;SE;0,772;0,814;0,773;0,731
1;SC;MONDAI;;Não Cadastrado;MONDAI;4211009;8215;Mondaí;MONDAI;SC;Santa Catarina;11889;0;S;0,748;0,875;0,657;0,728
1;SP;MONGAGUA;;Aprovado;MONGAGUA;3531100;6723;Mongaguá;MONGAGUA;SP;São Paulo;57648;0;SE;0,754;0,854;0,699;0,719
1;MG;MONJOLOS;;Não Cadastrado;MONJOLOS;3142502;4849;Monjolos;MONJOLOS;MG;Minas Gerais;2202;0;SE;0,65;0,819;0,548;0,612
1;PI;MONSENHOR GIL;;Aprovado;MONSENHOR GIL;2206407;1127;Monsenhor Gil;MONSENHOR GIL;PI;Piauí;10564;0;NE;0,615;0,781;0,524;0,568
1;PI;MONSENHOR HIPOLITO;;Aprovado;MONSENHOR HIPOLITO;2206506;1129;Monsenhor Hipólito;MONSENHOR HIPOLITO;PI;Piauí;7767;0;NE;0,561;0,739;0,404;0,591
1;MG;MONSENHOR PAULO;;Aprovado;MONSENHOR PAULO;3142601;4851;Monsenhor Paulo;MONSENHOR PAULO;MG;Minas Gerais;8727;0;SE;0,721;0,839;0,654;0,682
1;CE;MONSENHOR TABOSA;;Aprovado;MONSENHOR TABOSA;2308609;1473;Monsenhor Tabosa;MONSENHOR TABOSA;CE;Ceará;17249;0;NE;0,61;0,773;0,538;0,545
1;PB;MONTADAS;;Aprovado;MONTADAS;2509503;2091;Montadas;MONTADAS;PB;Paraíba;5738;0;NE;0,59;0,748;0,505;0,545
1;MG;MONTALVANIA;;Não Cadastrado;MONTALVANIA;3142700;4853;Montalvânia;MONTALVANIA;MG;Minas Gerais;14747;0;SE;0,613;0,799;0,492;0,586
1;ES;MONTANHA;;Aprovado;MONTANHA;3203502;5669;Montanha;MONTANHA;ES;Espírito Santo;18894;0;SE;0,667;0,816;0,535;0,679
1;RN;MONTANHAS;;Aprovado;MONTANHAS;2407708;1753;Montanhas;MONTANHAS;RN;Rio Grande do Norte;11208;0;NE;0,557;0,7;0,447;0,553
1;RS;MONTAURI;;Não Cadastrado;MONTAURI;4312351;7387;Montauri;MONTAURI;RS;Rio Grande do Sul;1441;0;S;0,764;0,852;0,662;0,79
1;RN;MONTE ALEGRE;;Aprovado;MONTE ALEGRE;1504802;495;Monte Alegre;MONTE ALEGRE;PA;Pará;58162;0;N;0,589;0,764;0,495;0,541
1;PA;MONTE ALEGRE;;Aprovado;MONTE ALEGRE;2407807;1755;Monte Alegre;MONTE ALEGRE;RN;Rio Grande do Norte;22576;0;NE;0,609;0,77;0,507;0,578
1;GO;MONTE ALEGRE DE GOIAS;;Não Cadastrado;MONTE ALEGRE DE GOIAS;5213509;9467;Monte Alegre de Goiás;MONTE ALEGRE DE GOIAS;GO;Goiás;8684;0;CO;0,615;0,816;0,481;0,592
1;MG;MONTE ALEGRE DE MINAS;;Aprovado;MONTE ALEGRE DE MINAS;3142809;4855;Monte Alegre de Minas;MONTE ALEGRE DE MINAS;MG;Minas Gerais;21236;0;SE;0,674;0,848;0,516;0,699
1;SE;MONTE ALEGRE DE SERGIPE;;Aprovado;MONTE ALEGRE DE SERGIPE;2804201;3183;Monte Alegre de Sergipe;MONTE ALEGRE DE SERGIPE;SE;Sergipe;15175;0;NE;0,553;0,726;0,431;0,539
1;PI;MONTE ALEGRE DO PIAUI;;Não Cadastrado;MONTE ALEGRE DO PIAUI;2206605;1131;Monte Alegre do Piauí;MONTE ALEGRE DO PIAUI;PI;Piauí;10615;0;NE;0,578;0,768;0,474;0,531
1;SP;MONTE ALEGRE DO SUL;;Aprovado;MONTE ALEGRE DO SUL;3531209;6725;Monte Alegre do Sul;MONTE ALEGRE DO SUL;SP;São Paulo;8111;0;SE;0,759;0,858;0,678;0,752
1;RS;MONTE ALEGRE DOS CAMPOS;;Não Cadastrado;MONTE ALEGRE DOS CAMPOS;4312377;1000;Monte Alegre dos Campos;MONTE ALEGRE DOS CAMPOS;RS;Rio Grande do Sul;3232;0;S;0,65;0,822;0,501;0,667
1;SP;MONTE ALTO;;Aprovado;MONTE ALTO;3531308;6727;Monte Alto;MONTE ALTO;SP;São Paulo;50772;0;SE;0,768;0,859;0,707;0,746
1;SP;MONTE APRAZIVEL;;Aprovado;MONTE APRAZIVEL;3531407;6729;Monte Aprazível;MONTE APRAZIVEL;SP;São Paulo;25373;0;SE;0,785;0,861;0,72;0,781
1;MG;MONTE AZUL;;Aprovado;MONTE AZUL;3142908;4857;Monte Azul;MONTE AZUL;MG;Minas Gerais;20696;0;SE;0,659;0,811;0,578;0,611
1;SP;MONTE AZUL PAULISTA;;Aprovado;MONTE AZUL PAULISTA;3531506;6731;Monte Azul Paulista;MONTE AZUL PAULISTA;SP;São Paulo;18968;0;SE;0,753;0,843;0,69;0,733
1;MG;MONTE BELO;;Aprovado;MONTE BELO;3143005;4859;Monte Belo;MONTE BELO;MG;Minas Gerais;13152;0;SE;0,688;0,847;0,567;0,677
1;RS;MONTE BELO DO SUL;;Aprovado;MONTE BELO DO SUL;4312385;5993;Monte Belo do Sul;MONTE BELO DO SUL;RS;Rio Grande do Sul;2530;0;S;0,752;0,852;0,663;0,752
1;SC;MONTE CARLO;;Não Cadastrado;MONTE CARLO;4211058;5561;Monte Carlo;MONTE CARLO;SC;Santa Catarina;9906;0;S;0,643;0,804;0,511;0,648
1;MG;MONTE CARMELO;;Aprovado;MONTE CARMELO;3143104;4861;Monte Carmelo;MONTE CARMELO;MG;Minas Gerais;47931;0;SE;0,728;0,868;0,62;0,716
1;SC;MONTE CASTELO;;Aprovado;MONTE CASTELO;3531605;6733;Monte Castelo;MONTE CASTELO;SP;São Paulo;4166;0;SE;0,741;0,814;0,709;0,706
1;SP;MONTE CASTELO;;Aprovado;MONTE CASTELO;4211108;8217;Monte Castelo;MONTE CASTELO;SC;Santa Catarina;8269;0;S;0,675;0,826;0,581;0,641
1;RN;MONTE DAS GAMELEIRAS;;Não Cadastrado;MONTE DAS GAMELEIRAS;2407906;1757;Monte das Gameleiras;MONTE DAS GAMELEIRAS;RN;Rio Grande do Norte;2084;0;NE;0,598;0,752;0,509;0,56
1;TO;MONTE DO CARMO;;Aprovado;MONTE DO CARMO;1713601;9469;Monte do Carmo;MONTE DO CARMO;TO;Tocantins;8066;0;N;0,622;0,808;0,489;0,608
1;MG;MONTE FORMOSO;;Aprovado;MONTE FORMOSO;3143153;654;Monte Formoso;MONTE FORMOSO;MG;Minas Gerais;4923;0;SE;0,541;0,765;0,396;0,523
1;PB;MONTE HOREBE;;Aprovado;MONTE HOREBE;2509602;2093;Monte Horebe;MONTE HOREBE;PB;Paraíba;4842;0;NE;0,587;0,755;0,463;0,579
1;SP;MONTE MOR;;Aprovado;MONTE MOR;3531803;6737;Monte Mor;MONTE MOR;SP;São Paulo;60754;0;SE;0,733;0,863;0,639;0,713
1;RO;MONTE NEGRO;;Não Cadastrado;MONTE NEGRO;1101401;685;Monte Negro;MONTE NEGRO;RO;Rondônia;16007;0;N;0,607;0,762;0,454;0,645
1;BA;MONTE SANTO;;Aprovado;MONTE SANTO;2921500;3731;Monte Santo;MONTE SANTO;BA;Bahia;49278;0;NE;0,506;0,699;0,359;0,515
1;MG;MONTE SANTO DE MINAS;;Aprovado;MONTE SANTO DE MINAS;3143203;4863;Monte Santo de Minas;MONTE SANTO DE MINAS;MG;Minas Gerais;21513;0;SE;0,71;0,874;0,595;0,689
1;TO;MONTE SANTO DO TOCANTINS;;Aprovado;MONTE SANTO DO TOCANTINS;1713700;90;Monte Santo do Tocantins;MONTE SANTO DO TOCANTINS;TO;Tocantins;2295;0;N;0,62;0,76;0,547;0,572
1;MG;MONTE SIAO;;Aprovado;MONTE SIAO;3143401;4867;Monte Sião;MONTE SIAO;MG;Minas Gerais;24029;0;SE;0,724;0,878;0,59;0,732
1;PB;MONTEIRO;;Aprovado;MONTEIRO;2509701;2095;Monteiro;MONTEIRO;PB;Paraíba;33433;0;NE;0,628;0,709;0,558;0,625
1;SP;MONTEIRO LOBATO;;Aprovado;MONTEIRO LOBATO;3531704;6735;Monteiro Lobato;MONTEIRO LOBATO;SP;São Paulo;4696;0;SE;0,71;0,826;0,627;0,692
1;AL;MONTEIROPOLIS;;Aprovado;MONTEIROPOLIS;2705408;2807;Monteirópolis;MONTEIROPOLIS;AL;Alagoas;7165;0;NE;0,539;0,71;0,443;0,497
1;RS;MONTENEGRO;;Aprovado;MONTENEGRO;4312401;8749;Montenegro;MONTENEGRO;RS;Rio Grande do Sul;65721;0;S;0,755;0,866;0,654;0,761
1;MA;MONTES ALTOS;;Aprovado;MONTES ALTOS;2107001;839;Montes Altos;MONTES ALTOS;MA;Maranhão;9111;0;NE;0,575;0,732;0,486;0,534
1;MG;MONTES CLAROS;;Aprovado;MONTES CLAROS;3143302;4865;Montes Claros;MONTES CLAROS;MG;Minas Gerais;413487;0;SE;0,77;0,868;0,744;0,707
1;GO;MONTES CLAROS DE GOIAS;;Não Cadastrado;MONTES CLAROS DE GOIAS;5213707;9471;Montes Claros de Goiás;MONTES CLAROS DE GOIAS;GO;Goiás;8047;0;CO;0,707;0,806;0,622;0,704
1;MG;MONTEZUMA;;Aprovado;MONTEZUMA;3143450;2697;Montezuma;MONTEZUMA;MG;Minas Gerais;8315;0;SE;0,587;0,809;0,425;0,587
1;GO;MONTIVIDIU;;Não Cadastrado;MONTIVIDIU;5213756;9933;Montividiu;MONTIVIDIU;GO;Goiás;13672;0;CO;0,733;0,827;0,644;0,738
1;GO;MONTIVIDIU DO NORTE;;Não Cadastrado;MONTIVIDIU DO NORTE;5213772;79;Montividiu do Norte;MONTIVIDIU DO NORTE;GO;Goiás;4509;0;CO;0,613;0,816;0,488;0,578
