registros,I_Cmp,I_Und
1,CARTUCHO TINTA IMPRESSORA HP,"CAIXA 250,00 UN"
1,CARTUCHO TONER IMPRESSORA OCÉ,"GARRAFA 400,00 G"
1,CARTUCHO IMPRESSÃO,"CAIXA 6,00 UN"
1,CARTUCHO IMPRESSÃO,CART. P/ HP51645A
1,CARTUCHO IMPRESSÃO,PÇ REF BJI-201-B
1,CARTUCHO IMPRESSÃO,795
1,CARTUCHO IMPRESSÃO,4516
1,CARTUCHO TINTA IMPRESSORA LEXMARK,"CAIXA 50,00 FL"
1,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""","93,00"
1,CARTUCHO IMPRESSÃO,UN0
1,CARTUCHO TINTA IMPRESSORA CANON,JOGO
1,CARTUCHO TINTA IMPRESSORA HP,"FARDO 64,00 RO"
1,CARTUCHO IMPRESSÃO,QUINZE
1,CARTUCHO IMPRESSÃO,PÇ REF T019311
1,CARTUCHO TONER COPIADORA / IMPRESSORA PANASONIC,UND.
1,CARTUCHO IMPRESSÃO,UNIT.
1,CARTUCHO IMPRESSÃO,FRASCO COM 28 ML
1,CARTUCHO IMPRESSÃO,CARTUCHO C/ 28 ML
1,CARTUCHO IMPRESSÃO,CARTUCHO HP51619A
1,CARTUCHO IMPRESSÃO,CARTUCHO EPSON20187
1,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",TONER SAMSUNG ML2550
1,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",__UN
1,CARTUCHO IMPRESSÃO,PÇ REF BJI-201-C
1,CARTUCHO IMPRESSÃO,CARTUCHO 840C PRETO
1,CARTUCHO IMPRESSÃO,15620
1,CARTUCHO IMPRESSÃO,"49,90"
1,CARTUCHO TONER IMPRESSORA / COPIADORA RICOH,CAIXA
1,CARTUCHO TINTA IMPRESSORA OLIVETTI,UN
1,CARTUCHO IMPRESSÃO,PECA BCI-21 COLOR
1,CARTUCHO TONER IMPRESSORA / COPIADORA XEROX,"3,00 UN"
1,CARTUCHO IMPRESSÃO,63.9
1,CARTUCHO IMPRESSÃO,130
1,CARTUCHO TONER IMPRESSORA / COPIADORA XEROX,"TUBO 100,00 UN"
1,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",9500
1,CARTUCHO IMPRESSÃO,UN. HP 700 COLOR
1,CARTUCHO IMPRESSÃO,PC COLOR 51629A
1,CARTUCHO IMPRESSÃO,"71,50"
1,CARTUCHO TINTA IMPRESSORA HP,_UNIDADE
1,CARTUCHO TONER IMPRESSORA HP,"CAIXA 100,00 UN"
1,CARTUCHO IMPRESSÃO,FR.
1,CARTUCHO IMPRESSÃO,"82,50"
1,CARTUCHO IMPRESSÃO,9321
1,"REMANUFATURAMENTO CARTUCHO (CABECA IMPRESSAO) / IMPRESSORA /COPIADORA / FAX ""SUSPENSO""",REMANUFATURA CART.
1,CARTUCHO TONER IMPRESSORA / COPIADORA OLIVETTI,"CAIXA 80,00 UN"
1,CARTUCHO IMPRESSÃO,CX C/2
1,CARTUCHO IMPRESSÃO,JGS.
1,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",DUAS
1,CARTUCHO IMPRESSÃO,JOGOS
1,CARTUCHO IMPRESSÃO,PÇ REF SO20089
1,CARTUCHO TINTA IMPRESSORA HP,QUILOGRAMA
1,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",TONER HP
1,CARTUCHO IMPRESSÃO,5800
1,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",RECARGA HP 21
1,CARTUCHO TONER IMPRESSORA / COPIADORA XEROX,"CAIXA 100,00 FL"
1,CARTUCHO IMPRESSÃO,CARTUCHOS HP629 A
1,CARTUCHO IMPRESSÃO,63.17
1,CARTUCHO IMPRESSÃO,"PECA BC05, COLOR"
1,CARTUCHO TONER IMPRESSORA EPSON,*CARTUCHO
1,CARTUCHO IMPRESSÃO,CIXA
1,CARTUCHO TINTA IMPRESSORA CANON,"ROLO 1500,00 UN"
1,CARTUCHO IMPRESSÃO,UN. SO20093
1,CARTUCHO IMPRESSÃO,8172
1,CARTUCHO TONER IMPRESSORA HP,HD 500GB IDE
1,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""","CARTUCHOS,TONNERS"
1,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",A RECARGA
1,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""","69,00"
1,CARTUCHO TINTA IMPRESSORA CANON,"PACOTE 100,00 UN"
1,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",SERVÇO
1,CARTUCHO IMPRESSÃO,CARTUCHO 51649A
1,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",UNIDADSE
1,CARTUCHO IMPRESSÃO,KG
1,CARTUCHO IMPRESSÃO,"63,72"
1,CARTUCHO IMPRESSÃO,"91,00"
1,CARTUCHO TONER IMPRESSORA HP,"PACOTE 1,00 KG"
1,CARTUCHO TINTA IMPRESSORA EPSON,LITRO
1,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",UNIT.
1,CARTUCHO IMPRESSÃO,6970
1,CARTUCHO TONER IMPRESSORA HP,METRO QUADRADO
1,CARTUCHO IMPRESSÃO,6100
1,CARTUCHO IMPRESSÃO,62.98
1,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",FATURA MENSAL
1,CARTUCHO IMPRESSÃO,30
1,"REMANUFATURAMENTO CARTUCHO (CABECA IMPRESSAO) / IMPRESSORA /COPIADORA / FAX ""SUSPENSO""",COPIAS
1,CARTUCHO TINTA IMPRESSORA,LITROS
1,CARTUCHO IMPRESSÃO,PÇ TIPO 51644 M
1,CARTUCHO TINTA IMPRESSORA HP,FRDS
1,CARTUCHO IMPRESSÃO,KUN
1,CARTUCHO IMPRESSÃO,M
1,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",LEXMARK E340
1,CARTUCHO IMPRESSÃO,5870
1,CARTUCHO TINTA IMPRESSORA XEROX,CAIXA
1,"REMANUFATURAMENTO CARTUCHO (CABECA IMPRESSAO) / IMPRESSORA /COPIADORA / FAX ""SUSPENSO""",RECARGA TINTA PRETA
1,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""","140,00"
1,"REMANUFATURAMENTO CARTUCHO (CABECA IMPRESSAO) / IMPRESSORA /COPIADORA / FAX ""SUSPENSO""",REPARO
1,CARTUCHO IMPRESSÃO,CART. HP 640C PTO HP
1,"REMANUFATURAMENTO CARTUCHO (CABECA IMPRESSAO) / IMPRESSORA /COPIADORA / FAX ""SUSPENSO""",REC.
1,CARTUCHO IMPRESSÃO,14850
1,CARTUCHO IMPRESSÃO,"39,70"
1,CARTUCHO IMPRESSÃO,CARTUCHO HP51626A
1,CARTUCHO IMPRESSÃO,UNIDADFE
1,CARTUCHO TINTA IMPRESSORA HP,TUBO COM 100 UNIDADE
1,CARTUCHO TINTA IMPRESSORA LEXMARK,"CAIXA 2500,00 UN"
1,CARTUCHO IMPRESSÃO,"63,80"
1,CARTUCHO IMPRESSÃO,"64,80"
1,CARTUCHO TINTA IMPRESSORA HP,"ROLO 20,00 M"
1,CARTUCHO IMPRESSÃO,"62,95"
1,CARTUCHO IMPRESSÃO,9524
1,CARTUCHO IMPRESSÃO,PECAQ
1,CARTUCHO TONER IMPRESSORA / COPIADORA OLIVETTI,"CAIXA 1000,00 UN"
1,"REMANUFATURAMENTO CARTUCHO (CABECA IMPRESSAO) / IMPRESSORA /COPIADORA / FAX ""SUSPENSO""",LTS
1,CARTUCHO IMPRESSÃO,TONER
1,CARTUCHO IMPRESSÃO,UNIDA
1,CARTUCHO IMPRESSÃO,"61,90"
1,CARTUCHO TINTA IMPRESSORA HP,UNITARIO
1,CARTUCHO TONER IMPRESSORA LEXMARK,UNIDADES
1,CARTUCHO IMPRESSÃO,XXXXXXXXX
1,CARTUCHO IMPRESSÃO,"66,50"
1,CARTUCHO IMPRESSÃO,UNDIDADE
1,CARTUCHO IMPRESSÃO,CARTUCHO HP DESKJET6
1,CARTUCHO IMPRESSÃO,6480
1,CARTUCHO TONER COPIADORA / IMPRESSORA TOSHIBA,"CAIXA 10,00 RES"
1,CARTUCHO TONER IMPRESSORA LEXMARK,CARTUCHOS
1,CARTUCHO IMPRESSÃO,"70,50"
1,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",3
1,"REMANUFATURAMENTO CARTUCHO (CABECA IMPRESSAO) / IMPRESSORA /COPIADORA / FAX ""SUSPENSO""",HORAS
1,CARTUCHO IMPRESSÃO,94
1,CARTUCHO IMPRESSÃO,CART.HP6615 PRETO
1,CARTUCHO IMPRESSÃO,"69,50"
1,CARTUCHO IMPRESSÃO,CARTUCHO CANON BC05
1,CARTUCHO TONER IMPRESSORA/COPIADORA KYOCERA,RECARGA
1,CARTUCHO IMPRESSÃO,7476
1,CARTUCHO IMPRESSÃO,UNDI
1,CARTUCHO TONER COPIADORA / IMPRESSORA PANASONIC,UN
1,CARTUCHO IMPRESSÃO,HP 51629A
1,CARTUCHO IMPRESSÃO,"33,00"
1,CARTUCHO IMPRESSÃO,CARTUCHO DOCUPRINT C
1,"REMANUFATURAMENTO CARTUCHO (CABECA IMPRESSAO) / IMPRESSORA /COPIADORA / FAX ""SUSPENSO""",SERRVIÇO
1,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",11400
1,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",12000
1,CARTUCHO TONER IMPRESSORA / COPIADORA XEROX,"LATA 0,90 L"
1,CARTUCHO TINTA IMPRESSORA HP,"GALÃO 20,00 L"
1,CARTUCHO IMPRESSÃO,9680
1,CARTUCHO IMPRESSÃO,3465
1,CARTUCHO TINTA IMPRESSORA HP,MES
1,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",100
1,CARTUCHO IMPRESSÃO,"68,98"
1,CARTUCHO TONER IMPRESSORA EPSON,"CAIXA 5000,00 FL"
1,CARTUCHO IMPRESSÃO,1600
1,CARTUCHO IMPRESSÃO,"197,60"
1,CARTUCHO IMPRESSÃO,CART. HP5149 A
1,CARTUCHO IMPRESSÃO,UNIDADE'
1,CARTUCHO IMPRESSÃO,24348
1,CARTUCHO TONER IMPRESSORA LEXMARK,UNI
1,"REMANUFATURAMENTO CARTUCHO (CABECA IMPRESSAO) / IMPRESSORA /COPIADORA / FAX ""SUSPENSO""",`ERVIÇO
1,CARTUCHO IMPRESSÃO,CART. P/HP51629A
1,CARTUCHO IMPRESSÃO,"UN. HP680, PRETO"
1,CARTUCHO IMPRESSÃO,CARTUCHO IMP. DOCUPR
1,CARTUCHO IMPRESSÃO,UN. HP51629A
1,CARTUCHO IMPRESSÃO,CARTUCHO CANONBC02
1,CARTUCHO IMPRESSÃO,CAIXA COM DOIS
1,CARTUCHO IMPRESSÃO,37811
1,CARTUCHO IMPRESSÃO,TONNER
1,CARTUCHO TINTA IMPRESSORA CANON,"*FRASCO 40,00 G"
1,CARTUCHO TINTA IMPRESSORA EPSON,"PACOTE 50,00 FL"
1,CARTUCHO IMPRESSÃO,CARTUCHO HP51629
1,CARTUCHO IMPRESSÃO,"48,90"
1,CARTUCHO IMPRESSÃO,PÇ REF 51645-A
1,CARTUCHO TINTA IMPRESSORA CANON,SV
1,CARTUCHO IMPRESSÃO,P;
1,CARTUCHO IMPRESSÃO,DOZE
1,CARTUCHO TINTA IMPRESSORA HP,M
1,CARTUCHO IMPRESSÃO,CILINDRO
1,CARTUCHO IMPRESSÃO,"89,86"
1,CARTUCHO IMPRESSÃO,PÇ REF BJI-201-Y
1,CARTUCHO TONER IMPRESSORA HP,"CAIXA 100,00 G"
1,CARTUCHO IMPRESSÃO,9550
1,CARTUCHO TONER IMPRESSORA LEXMARK,"PACOTE 400,00 FL"
1,CARTUCHO IMPRESSÃO,PÇ REF BJI-201-M
1,CARTUCHO IMPRESSÃO,"139,01"
1,CARTUCHO IMPRESSÃO,UNIDAES
1,CARTUCHO IMPRESSÃO,CART HP 680C COLOR H
1,CARTUCHO IMPRESSÃO,CARTUCHO BJI201 Y
1,CARTUCHO IMPRESSÃO,PEÇA BLACK
1,CARTUCHO IMPRESSÃO,6780
1,CARTUCHO IMPRESSÃO,2151
1,CARTUCHO IMPRESSÃO,CART HP6615 DL
1,CARTUCHO IMPRESSÃO,"372,00"
1,CARTUCHO IMPRESSÃO,"106,50"
1,CARTUCHO IMPRESSÃO,TUBOS
1,CARTUCHO IMPRESSÃO,INIDADE
1,"REMANUFATURAMENTO CARTUCHO (CABECA IMPRESSAO) / IMPRESSORA /COPIADORA / FAX ""SUSPENSO""",IND
1,"REMANUFATURAMENTO CARTUCHO (CABECA IMPRESSAO) / IMPRESSORA /COPIADORA / FAX ""SUSPENSO""",UM
1,"REMANUFATURAMENTO CARTUCHO (CABECA IMPRESSAO) / IMPRESSORA /COPIADORA / FAX ""SUSPENSO""","80,00"
1,CARTUCHO TONER IMPRESSORA SAMSUNG,"CAIXA 1000,00 UN"
1,"REMANUFATURAMENTO CARTUCHO (CABECA IMPRESSAO) / IMPRESSORA /COPIADORA / FAX ""SUSPENSO""",7
1,CARTUCHO TONER IMPRESSORA HP,CAIXA 1 UN
1,CARTUCHO TINTA IMPRESSORA LEXMARK,"TUBO 25,00 UN"
1,CARTUCHO IMPRESSÃO,000000000000000000PÇ
1,CARTUCHO TONER IMPRESSORA OKIDATA,"CAIXA 10,00 UN"
1,CARTUCHO IMPRESSÃO,ND
1,CARTUCHO TONER IMPRESSORA / COPIADORA XEROX,"CAIXA 50,00 UN"
1,"REMANUFATURAMENTO CARTUCHO (CABECA IMPRESSAO) / IMPRESSORA /COPIADORA / FAX ""SUSPENSO""",8V
1,CARTUCHO IMPRESSÃO,PEÇA ORIGINAL
1,CARTUCHO IMPRESSÃO,1647
1,CARTUCHO IMPRESSÃO,"61,65"
1,CARTUCHO IMPRESSÃO,61.75
1,CARTUCHO TINTA IMPRESSORA LEXMARK,"TUBO 100,00 UN"
1,"REMANUFATURAMENTO CARTUCHO (CABECA IMPRESSAO) / IMPRESSORA /COPIADORA / FAX ""SUSPENSO""",S/U
1,CARTUCHO IMPRESSÃO,UUND
1,CARTUCHO IMPRESSÃO,"83,16"
1,CARTUCHO TONER IMPRESSORA / COPIADORA SHARP,"CAIXA 100,00 UN"
1,CARTUCHO TINTA IMPRESSORA HP,"*FRASCO 40,00 G"
1,CARTUCHO IMPRESSÃO,UN. 51649-A HP
1,CARTUCHO TINTA IMPRESSORA HP,"ROLO 1,00 UN"
1,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""","19,41"
1,CARTUCHO TONER IMPRESSORA / COPIADORA XEROX,"CAIXA 2500,00 UN"
1,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""","78,00"
1,"REMANUFATURAMENTO CARTUCHO (CABECA IMPRESSAO) / IMPRESSORA /COPIADORA / FAX ""SUSPENSO""",AP
1,CARTUCHO IMPRESSÃO,UNM
1,CARTUCHO IMPRESSÃO,61.7
1,CARTUCHO TONER IMPRESSORA / COPIADORA SHARP,"*PACOTE 1000,00 UN"
1,CARTUCHO TINTA IMPRESSORA HP,"CAIXA 25,00 FL"
1,CARTUCHO IMPRESSÃO,UIN
1,CARTUCHO IMPRESSÃO,"88,00"
1,CARTUCHO TINTA IMPRESSORA HP,60
1,CARTUCHO IMPRESSÃO,PÇ TIPO 51640 A
1,CARTUCHO IMPRESSÃO,CART. BCI 21
1,CARTUCHO TONER IMPRESSORA HP,"2,00 UN"
1,CARTUCHO IMPRESSÃO,"133,63"
1,CARTUCHO TONER IMPRESSORA EPSON,UNIDADES
1,CARTUCHO IMPRESSÃO,CARTUCHO 51629A
1,CARTUCHO TINTA IMPRESSORA CANON,"CAIXA 100,00 FL"
1,CARTUCHO IMPRESSÃO,13901
1,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""","83,00"
1,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",UND'
1,CARTUCHO TONER IMPRESSORA HP,"PACOTE 4,00 UN"
1,CARTUCHO IMPRESSÃO,"89,68"
1,CARTUCHO IMPRESSÃO,PÇ TIPO 5181-1220
1,CARTUCHO TONER IMPRESSORA / COPIADORA XEROX,U
1,CARTUCHO IMPRESSÃO,1807
1,CARTUCHO IMPRESSÃO,CART. HP600 PRETO
1,CARTUCHO IMPRESSÃO,74
1,CARTUCHO IMPRESSÃO,PC HP51649A
1,"REMANUFATURAMENTO CARTUCHO (CABECA IMPRESSAO) / IMPRESSORA /COPIADORA / FAX ""SUSPENSO""",UNI.
1,CARTUCHO IMPRESSÃO,"47,60"
1,CARTUCHO IMPRESSÃO,150
1,CARTUCHO IMPRESSÃO,"93,10"
1,CARTUCHO IMPRESSÃO,"60,38"
1,CARTUCHO IMPRESSÃO,PECA BC-05 COLOR ORI
1,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",RE
1,CARTUCHO IMPRESSÃO,´PÇ
1,CARTUCHO IMPRESSÃO,UJD
1,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",RECARGA/MÊS
1,CARTUCHO IMPRESSÃO,6850
1,CARTUCHO TINTA IMPRESSORA CANON,"ROLO 50,00 M"
1,CARTUCHO TONER IMPRESSORA HP,"PACOTE 500,00 UN"
1,"REMANUFATURAMENTO CARTUCHO (CABECA IMPRESSAO) / IMPRESSORA /COPIADORA / FAX ""SUSPENSO""",SERVIÇO GLOBAL
1,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",UNUIDADE
1,CARTUCHO IMPRESSÃO,51645A
1,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",UNI/SERV
1,CARTUCHO IMPRESSÃO,UND.
1,CARTUCHO IMPRESSÃO,CX CARTUCHO 1823
1,CARTUCHO IMPRESSÃO,6131
1,CARTUCHO IMPRESSÃO,CART EPSON777 COLOR.
1,CARTUCHO IMPRESSÃO,"65,58"
1,CARTUCHO IMPRESSÃO,UDE
1,CARTUCHO IMPRESSÃO,"39,90"
1,CARTUCHO IMPRESSÃO,UNS
1,CARTUCHO IMPRESSÃO,UN.  4L
1,CARTUCHO TONER IMPRESSORA HP,UND.
1,CARTUCHO IMPRESSÃO,690
1,"REMANUFATURAMENTO CARTUCHO (CABECA IMPRESSAO) / IMPRESSORA /COPIADORA / FAX ""SUSPENSO""",MÊS/FRANQUIA
1,CARTUCHO IMPRESSÃO,UND
1,CARTUCHO IMPRESSÃO,5850
1,CARTUCHO IMPRESSÃO,UNIDADE COM 39 ML
1,CARTUCHO TINTA IMPRESSORA HP,"FRASCO 90,00 G"
1,CARTUCHO TINTA IMPRESSORA HP,TUBO
1,CARTUCHO IMPRESSÃO,8450
1,CARTUCHO IMPRESSÃO,"59,98"
1,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",7
1,CARTUCHO IMPRESSÃO,S/M
1,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",2000
1,CARTUCHO IMPRESSÃO,9
1,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",20
1,CARTUCHO IMPRESSÃO,UN.
1,CARTUCHO TINTA IMPRESSORA HP,"*PACOTE 30,00 UN"
1,CARTUCHO IMPRESSÃO,CART.840C COLORIDO
1,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",80
1,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",MG
1,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",REWCARGA DE CARTUCHO
1,"REMANUFATURAMENTO CARTUCHO (CABECA IMPRESSAO) / IMPRESSORA /COPIADORA / FAX ""SUSPENSO""",19900
1,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",VERBA
1,CARTUCHO IMPRESSÃO,6300
1,CARTUCHO IMPRESSÃO,UNDADE
1,CARTUCHO IMPRESSÃO,PÇ TIPO 51644 Y
1,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",UN IDADE
1,CARTUCHO IMPRESSÃO,UN HP 51626A
1,CARTUCHO TONER IMPRESSORA LEXMARK,"*FRASCO 1000,00 ML"
1,CARTUCHO IMPRESSÃO,CD.
1,CARTUCHO IMPRESSÃO,SUBTOTAL
1,CARTUCHO TONER IMPRESSORA SAMSUNG,SV
1,CARTUCHO TONER IMPRESSORA SAMSUNG,UNI
1,CARTUCHO IMPRESSÃO,UYN
1,CARTUCHO IMPRESSÃO,UN. 51629-A HP
1,CARTUCHO IMPRESSÃO,UNIDAADE
1,"REMANUFATURAMENTO CARTUCHO (CABECA IMPRESSAO) / IMPRESSORA /COPIADORA / FAX ""SUSPENSO""",SEERV
1,CARTUCHO TONER COPIADORA / IMPRESSORA PANASONIC,ROLO C/ 12CMX10M
1,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",S/M
1,CARTUCHO IMPRESSÃO,CARTUCHO HP51625
1,CARTUCHO IMPRESSÃO,EPSON
1,CARTUCHO TINTA IMPRESSORA LEXMARK,"CAIXA 1500,00 FL"
1,CARTUCHO IMPRESSÃO,CRTUCHO
1,CARTUCHO TONER IMPRESSORA HP,"CAIXA 20,00 FL"
1,CARTUCHO TINTA IMPRESSORA LEXMARK,LITRO
1,CARTUCHO IMPRESSÃO,000000000000000000UN
1,CARTUCHO IMPRESSÃO,28000
1,CARTUCHO TINTA IMPRESSORA HP,"PACOTE 50,00 FL"
1,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",UND
1,CARTUCHO TINTA IMPRESSORA,CAIXA 1 UN
1,CARTUCHO IMPRESSÃO,6180
1,CARTUCHO TINTA IMPRESSORA HP,"PACOTE 4,00 UN"
1,"REMANUFATURAMENTO CARTUCHO (CABECA IMPRESSAO) / IMPRESSORA /COPIADORA / FAX ""SUSPENSO""",MO
1,CARTUCHO TINTA IMPRESSORA XEROX,CENTENA
1,CARTUCHO TONER IMPRESSORA IBM,UN
1,CARTUCHO IMPRESSÃO,CX HP51629 PRETO
1,CARTUCHO IMPRESSÃO,CAIXA COM 2 UNIDADES
1,CARTUCHO IMPRESSÃO,"CAIXA 144,00 UN"
1,CARTUCHO IMPRESSÃO,4
1,CARTUCHO IMPRESSÃO,PÇQ
1,CARTUCHO TINTA IMPRESSORA HP,"EMBALAGEM 20,00 L"
1,CARTUCHO IMPRESSÃO,UN. HP51645A
1,CARTUCHO IMPRESSÃO,UNITADE
1,CARTUCHO TINTA IMPRESSORA HP,CAIXA 1 UN
1,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",SEVIÇO
1,CARTUCHO IMPRESSÃO,2600
1,"REMANUFATURAMENTO CARTUCHO (CABECA IMPRESSAO) / IMPRESSORA /COPIADORA / FAX ""SUSPENSO""",UNIDASDE
1,CARTUCHO IMPRESSÃO,14071
1,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",24500
1,CARTUCHO TINTA IMPRESSORA CANON,"CAIXA 10,00 RES"
1,CARTUCHO TINTA IMPRESSORA HP,FR
1,CARTUCHO IMPRESSÃO,UNIDADES/MES
1,CARTUCHO IMPRESSÃO,04 UN
1,CARTUCHO TINTA IMPRESSORA LEXMARK,"FRASCO 40,00 ML"
1,CARTUCHO IMPRESSÃO,CARTUCHO HP51649
1,CARTUCHO IMPRESSÃO,"374,00"
1,CARTUCHO IMPRESSÃO,15800
1,CARTUCHO IMPRESSÃO,"197,00"
1,CARTUCHO IMPRESSÃO,26000
1,CARTUCHO IMPRESSÃO,6474
1,CARTUCHO TINTA IMPRESSORA LEXMARK,RECARGA
1,CARTUCHO IMPRESSÃO,"42,00"
1,CARTUCHO TONER IMPRESSORA LEXMARK,"CAIXA 1000,00 ML"
1,CARTUCHO TONER IMPRESSORA / COPIADORA SHARP,UND
1,CARTUCHO IMPRESSÃO,CART EPSON777 PRETO
1,CARTUCHO IMPRESSÃO,"82,39"
1,CARTUCHO TINTA IMPRESSORA HP,CARTUCHO HP 51649 CO
1,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",UN/
1,CARTUCHO TINTA IMPRESSORA,FRASCO
1,CARTUCHO TINTA IMPRESSORA HP,LOTE
1,CARTUCHO TINTA IMPRESSORA HP,1
1,CARTUCHO IMPRESSÃO,"150,00"
1,CARTUCHO IMPRESSÃO,19
1,CARTUCHO TONER IMPRESSORA LEXMARK,PC
1,CARTUCHO TONER IMPRESSORA / COPIADORA SHARP,UNI
1,CARTUCHO IMPRESSÃO,UN. C6615-A HP
1,CARTUCHO IMPRESSÃO,PÇ MOD C6625A COLOR
1,"REMANUFATURAMENTO CARTUCHO (CABECA IMPRESSAO) / IMPRESSORA /COPIADORA / FAX ""SUSPENSO""",60
1,CARTUCHO IMPRESSÃO,50
1,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",LOTE.
1,CARTUCHO IMPRESSÃO,8380
1,CARTUCHO IMPRESSÃO,CARTUCHO C6614D
1,CARTUCHO IMPRESSÃO,CART. HP6615 DL
1,CARTUCHO IMPRESSÃO,9127
1,CARTUCHO IMPRESSÃO,UN. HP 51645 A PRETO
1,CARTUCHO TINTA IMPRESSORA,POTE
1,"REMANUFATURAMENTO CARTUCHO (CABECA IMPRESSAO) / IMPRESSORA /COPIADORA / FAX ""SUSPENSO""",OITO
1,CARTUCHO IMPRESSÃO,¿UN.
1,"REMANUFATURAMENTO CARTUCHO (CABECA IMPRESSAO) / IMPRESSORA /COPIADORA / FAX ""SUSPENSO""",5
1,CARTUCHO TONER IMPRESSORA LEXMARK,"PACOTE 1000,00 FL"
1,CARTUCHO IMPRESSÃO,40
1,"REMANUFATURAMENTO CARTUCHO (CABECA IMPRESSAO) / IMPRESSORA /COPIADORA / FAX ""SUSPENSO""",SRV.
1,CARTUCHO IMPRESSÃO,6295
1,CARTUCHO IMPRESSÃO,1522
1,CARTUCHO IMPRESSÃO,24
1,CARTUCHO IMPRESSÃO,CARTUCHO HP640C PTO
1,CARTUCHO IMPRESSÃO,"51,07"
1,CARTUCHO IMPRESSÃO,47.99
1,CARTUCHO IMPRESSÃO,HPC6614D
1,CARTUCHO TINTA IMPRESSORA CANON,FR
1,CARTUCHO IMPRESSÃO,UNIDDADE
1,CARTUCHO IMPRESSÃO,63
1,CARTUCHO IMPRESSÃO,UN 51629A PRETO
1,"REMANUFATURAMENTO CARTUCHO (CABECA IMPRESSAO) / IMPRESSORA /COPIADORA / FAX ""SUSPENSO""",UNID/SERV
1,CARTUCHO IMPRESSÃO,PECA BCI-21 PRETO
1,CARTUCHO IMPRESSÃO,UN 6625D COLOR
1,CARTUCHO IMPRESSÃO,PÇ REF.51629-A
1,CARTUCHO TINTA IMPRESSORA,KIT
1,CARTUCHO IMPRESSÃO,"85,01"
1,"REMANUFATURAMENTO CARTUCHO (CABECA IMPRESSAO) / IMPRESSORA /COPIADORA / FAX ""SUSPENSO""",7056
1,CARTUCHO IMPRESSÃO,"53,32"
1,CARTUCHO IMPRESSÃO,8
1,CARTUCHO TONER IMPRESSORA/COPIADORA KYOCERA,"CAIXA 50,00 UN"
1,"REMANUFATURAMENTO CARTUCHO (CABECA IMPRESSAO) / IMPRESSORA /COPIADORA / FAX ""SUSPENSO""",SERVIÇO DE RECARGA
1,CARTUCHO TONER IMPRESSORA / COPIADORA XEROX,"CAIXA 3000,00 FL"
1,CARTUCHO IMPRESSÃO,CAARTUCHO
1,CARTUCHO IMPRESSÃO,6154
1,CARTUCHO IMPRESSÃO,"45,00"
